PROLIFIC_PID,target,row_index,cond_hit_rate,cond_fa_rate,RT_present,RT_absent,conf_present,conf_absent
54b042f9fdf99b71c47ea96b,S,14,1.0,0.25,469.34999990463257,0.0,,
54b042f9fdf99b71c47ea96b,S,15,0.0,0.0,,-58.5,,
54b042f9fdf99b71c47ea96b,S,16,0.4,0.5,260.1999999284744,0.0,,
54b042f9fdf99b71c47ea96b,S,17,0.6,0.2,469.34999990463257,72.24999994039536,,
54b042f9fdf99b71c47ea96b,S,18,0.5,0.25,275.0499999523163,96.29999995231628,,
555a457afdf99b10ecc87187,A,1,1.0,0.16666666666666666,42.199999928474426,-70.45000004768372,,
555a457afdf99b10ecc87187,A,2,0.5,0.14285714285714285,-94.40000021457672,64.39999997615814,,
555a457afdf99b10ecc87187,A,3,0.6666666666666666,0.0,333.1999999284744,-98.70000004768372,,
555a457afdf99b10ecc87187,A,4,1.0,0.0,-84.60000002384186,187.4999998807907,,
555a457afdf99b10ecc87187,A,5,0.8,0.0,-68.40000009536743,223.44999980926514,,
555a457afdf99b10ecc87187,A,6,1.0,0.5,193.30000007152557,136.59999990463257,,
555a457afdf99b10ecc87187,A,7,0.5,0.0,4.899999976158142,223.44999980926514,,
555a457afdf99b10ecc87187,A,8,1.0,0.3333333333333333,-0.6000000238418579,-88.15000009536743,,
555a457afdf99b10ecc87187,A,9,1.0,0.25,-86.75,130.34999990463257,,
555a457afdf99b10ecc87187,A,10,1.0,0.16666666666666666,-95.39999997615814,130.34999990463257,,
555a457afdf99b10ecc87187,A,11,1.0,1.0,-18.75,,,
555a457afdf99b10ecc87187,A,12,0.3333333333333333,0.16666666666666666,-94.40000021457672,-77.54999995231628,,
555a457afdf99b10ecc87187,A,13,0.6,0.16666666666666666,178.80000007152557,178.54999995231628,,
555a457afdf99b10ecc87187,A,14,0.5,1.0,-180.39999997615814,,,
555a457afdf99b10ecc87187,A,15,0.7142857142857143,0.0,4.899999976158142,374.69999980926514,,
555a457afdf99b10ecc87187,A,16,1.0,0.0,-84.60000002384186,15.449999928474426,,
555a457afdf99b10ecc87187,A,17,0.6666666666666666,0.0,422.89999997615814,-181.25,,
555a457afdf99b10ecc87187,A,18,1.0,0.0,178.80000007152557,-432.05000019073486,,
555a457afdf99b10ecc87187,S,1,1.0,0.0,116.5,196.75,-0.016992845117845046,-0.02422839506172847
555a457afdf99b10ecc87187,S,2,0.3333333333333333,0.25,-90.0,-175.79999995231628,-0.03724747474747481,0.02669753086419757
555a457afdf99b10ecc87187,S,3,0.25,0.0,472.2999999523163,10.799999952316284,0.16645622895622914,-0.04351851851851851
555a457afdf99b10ecc87187,S,4,0.3333333333333333,0.0,472.2999999523163,37.0,0.16645622895622914,0.035956790123457094
555a457afdf99b10ecc87187,S,5,0.5,0.0,233.0,-48.25,0.015993265993266226,-0.00648148148148131
555a457afdf99b10ecc87187,S,6,0.75,0.0,308.10000014305115,664.4000000953674,-0.027988215488215507,-0.07283950617283985
555a457afdf99b10ecc87187,S,7,0.8,0.25,270.5500000715256,10.799999952316284,-0.016992845117845046,-0.007253086419752863
555a457afdf99b10ecc87187,S,8,0.6666666666666666,0.0,-49.64999997615814,-53.64999997615814,-0.12636784511784527,-0.0005015432098763872
555a457afdf99b10ecc87187,S,9,0.0,0.16666666666666666,,276.7999999523163,,-0.0038580246913580973
555a457afdf99b10ecc87187,S,10,0.5,0.0,346.4500000476837,-52.90000009536743,-0.08527988215488236,-0.04274691358024685
555a457afdf99b10ecc87187,S,11,1.0,0.0,270.5500000715256,-97.40000009536743,-0.016992845117845046,0.003549382716049654
555a457afdf99b10ecc87187,S,12,0.5,0.0,-196.5,-97.40000009536743,0.16645622895622914,-0.014969135802469058
555a457afdf99b10ecc87187,S,13,0.6666666666666666,0.0,346.4500000476837,203.2500001192093,0.013678451178451234,-0.01844135802469138
555a457afdf99b10ecc87187,S,14,1.0,0.2,233.0,-156.45000004768372,0.015993265993266226,0.03190586419753105
555a457afdf99b10ecc87187,S,15,0.25,0.25,233.0,-176.00000023841858,0.015993265993266226,0.035956790123457094
555a457afdf99b10ecc87187,S,16,0.6,0.0,-185.89999985694885,-107.29999995231628,0.09855499438832771,0.03055555555555567
555a457afdf99b10ecc87187,S,17,0.6666666666666666,0.0,-98.25,289.90000009536743,0.027567340067340185,-0.004166666666666652
555a457afdf99b10ecc87187,S,18,0.5,0.2,-99.29999995231628,-129.2500001192093,-0.025673400673400848,0.016280864197531053
56ea3053f20ef3000c946e75,A,1,0.25,,-32.5,106.0,0.03462962962962968,0.010601851851851918
56ea3053f20ef3000c946e75,A,2,0.0,,,476.5,,0.00979938271604941
56ea3053f20ef3000c946e75,A,3,0.6666666666666666,,117.5,9.0,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,4,0.6666666666666666,,-39.5,1650.0,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,5,0.75,,-32.5,2033.5,0.03462962962962968,-0.011805555555555514
56ea3053f20ef3000c946e75,A,6,0.75,,207.5,106.0,-0.08080246913580269,-0.05100308641975304
56ea3053f20ef3000c946e75,A,7,0.75,,-32.5,621.0,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,8,1.0,,27.5,701.0,0.03462962962962968,-0.029398148148148007
56ea3053f20ef3000c946e75,A,9,0.5,,-34.5,701.0,0.03462962962962968,-0.002361111111111036
56ea3053f20ef3000c946e75,A,10,1.0,,207.5,774.0,-0.08080246913580269,-0.008101851851851749
56ea3053f20ef3000c946e75,A,11,1.0,,87.5,-9.0,-0.05194444444444457,0.007638888888888973
56ea3053f20ef3000c946e75,A,12,0.6666666666666666,,951.5,11.0,-0.13851851851851882,0.020601851851851927
56ea3053f20ef3000c946e75,A,13,0.75,,-32.5,428.0,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,14,0.6,,204.5,987.5,-0.08080246913580269,-0.008101851851851749
56ea3053f20ef3000c946e75,A,15,0.5,,1875.5,701.0,-0.3116666666666673,-0.029398148148148007
56ea3053f20ef3000c946e75,A,16,0.3333333333333333,,53.5,-281.0,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,17,0.6,,27.5,58.5,0.03462962962962968,0.020601851851851927
56ea3053f20ef3000c946e75,A,18,0.5,,27.5,-110.0,0.03462962962962968,-0.05100308641975304
56ea3053f20ef3000c946e75,S,1,0.6666666666666666,0.6666666666666666,459.0,580.0,,
56ea3053f20ef3000c946e75,S,2,1.0,0.25,-9.0,-172.0,,
56ea3053f20ef3000c946e75,S,3,1.0,0.0,1.5,-146.5,,
56ea3053f20ef3000c946e75,S,4,0.6,0.3333333333333333,76.0,-131.5,,
56ea3053f20ef3000c946e75,S,5,0.6666666666666666,0.25,1.0,75.0,,
56ea3053f20ef3000c946e75,S,6,0.6666666666666666,0.0,-88.0,-146.0,,
56ea3053f20ef3000c946e75,S,7,1.0,0.14285714285714285,2.0,-232.5,,
56ea3053f20ef3000c946e75,S,8,0.5,0.0,469.0,-172.0,,
56ea3053f20ef3000c946e75,S,9,1.0,0.3333333333333333,-52.0,-198.5,,
56ea3053f20ef3000c946e75,S,10,0.6666666666666666,0.0,-29.5,9667.5,,
56ea3053f20ef3000c946e75,S,11,0.5,0.0,212.0,296.0,,
56ea3053f20ef3000c946e75,S,12,1.0,0.5,-21.0,161.0,,
56ea3053f20ef3000c946e75,S,13,0.6666666666666666,0.0,-40.0,-172.0,,
56ea3053f20ef3000c946e75,S,14,1.0,0.4,-18.0,580.0,,
56ea3053f20ef3000c946e75,S,15,0.8,0.0,97.0,12.0,,
56ea3053f20ef3000c946e75,S,16,0.75,0.4,-62.0,-172.0,,
56ea3053f20ef3000c946e75,S,17,1.0,0.16666666666666666,-8.0,0.0,,
56ea3053f20ef3000c946e75,S,18,0.6,0.0,76.0,9920.0,,
56fbbcd14aaa50000da05e80,A,1,0.25,,0.0,432.30000004172325,0.0012626262626262985,-0.0017361111111112715
56fbbcd14aaa50000da05e80,A,2,0.8,,-204.8499999642372,151.60000002384186,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,3,0.5,,136.4500000178814,209.0,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,4,0.75,,253.5,-307.65000000596046,-0.0033670033670033517,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,5,0.5,,253.5,-141.10000002384186,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,6,0.6666666666666666,,320.9500000178814,-28.249999970197678,-0.005681818181818121,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,7,0.75,,0.0,339.7000000476837,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,8,0.75,,38.39999997615814,-354.89999997615814,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,9,0.6666666666666666,,19.19999998807907,-141.10000002384186,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,10,1.0,,-410.39999997615814,0.0,0.0012626262626262985,-0.0031250000000001554
56fbbcd14aaa50000da05e80,A,11,1.0,,145.94999998807907,480.30000001192093,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,12,0.75,,253.5,873.4500000476837,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,13,0.5,,0.0,-149.44999998807907,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,14,0.5,,0.0,-141.10000002384186,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,15,0.0,,,121.2000000178814,,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,16,0.0,,,-630.1999999880791,,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,17,0.6,,-153.39999997615814,132.00000005960464,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,A,18,0.5,,27.349999994039536,215.20000004768372,0.0012626262626262985,0.0010416666666666075
56fbbcd14aaa50000da05e80,S,1,0.5,0.25,-353.00000005960464,815.6999999880791,,
56fbbcd14aaa50000da05e80,S,2,1.0,0.0,129.59999999403954,709.4000000357628,,
56fbbcd14aaa50000da05e80,S,3,0.75,0.0,-279.10000002384186,481.80000001192093,,
56fbbcd14aaa50000da05e80,S,4,1.0,0.0,0.0,-33.69999998807907,,
56fbbcd14aaa50000da05e80,S,5,0.3333333333333333,0.0,0.0,-462.39999997615814,,
56fbbcd14aaa50000da05e80,S,6,0.5,0.25,10.099999964237213,709.4000000357628,,
56fbbcd14aaa50000da05e80,S,7,0.5,0.0,430.84999999403954,-646.8000000119209,,
56fbbcd14aaa50000da05e80,S,8,0.6666666666666666,0.0,185.89999997615814,0.0,,
56fbbcd14aaa50000da05e80,S,9,0.5,0.0,489.19999998807907,-272.40000000596046,,
56fbbcd14aaa50000da05e80,S,10,1.0,0.0,611.6999999880791,-276.0,,
56fbbcd14aaa50000da05e80,S,11,1.0,0.0,10.099999964237213,595.6000000238419,,
56fbbcd14aaa50000da05e80,S,12,0.5,0.0,-190.80000001192093,-231.19999998807907,,
56fbbcd14aaa50000da05e80,S,13,0.6666666666666666,0.25,63.39999997615814,0.0,,
56fbbcd14aaa50000da05e80,S,14,0.25,0.0,0.0,-138.0,,
56fbbcd14aaa50000da05e80,S,15,0.8,0.0,-134.50000002980232,-138.0,,
56fbbcd14aaa50000da05e80,S,16,1.0,0.25,-85.30000001192093,-462.39999997615814,,
56fbbcd14aaa50000da05e80,S,17,0.75,0.25,0.0,709.4000000357628,,
56fbbcd14aaa50000da05e80,S,18,0.8333333333333334,0.5,10.099999964237213,-276.0,,
5755c957eb80c4000741a9ce,A,1,0.6666666666666666,,-1.0500000715255737,-80.74999988079071,-0.01689814814814805,-0.202199074074074
5755c957eb80c4000741a9ce,A,2,0.3333333333333333,,255.20000004768372,-54.300000071525574,-0.007638888888889084,0.03437499999999993
5755c957eb80c4000741a9ce,A,3,0.4,,-1.0500000715255737,-57.050000071525574,-0.01689814814814805,0.05644290123456763
5755c957eb80c4000741a9ce,A,4,0.2,,-9.450000166893005,-68.89999997615814,-0.15949074074074054,0.005671296296296147
5755c957eb80c4000741a9ce,A,5,0.25,,-21.850000023841858,15.150000095367432,-0.32800925925925956,-0.10497685185185202
5755c957eb80c4000741a9ce,A,6,0.0,,,-55.949999928474426,,-0.15713734567901227
5755c957eb80c4000741a9ce,A,7,0.0,,,51.550000071525574,,-0.06269290123456772
5755c957eb80c4000741a9ce,A,8,0.0,,,84.450000166893,,0.05891203703703696
5755c957eb80c4000741a9ce,A,9,0.5714285714285714,,177.44999992847443,-54.84999978542328,0.11134259259259272,-0.16701388888888902
5755c957eb80c4000741a9ce,A,10,0.5,,1156.0500000715256,,0.025694444444444464,
5755c957eb80c4000741a9ce,A,11,0.2,,503.0500000715256,-145.14999985694885,-0.14097222222222255,-0.051890432098765316
5755c957eb80c4000741a9ce,A,12,0.4,,169.049999833107,-134.4999998807907,-0.015046296296296058,0.007060185185185253
5755c957eb80c4000741a9ce,A,13,0.0,,,-120.69999980926514,,0.03761574074074048
5755c957eb80c4000741a9ce,A,14,0.4,,-15.650000095367432,51.550000071525574,-0.24375000000000002,-0.09553240740740732
5755c957eb80c4000741a9ce,A,15,1.0,,-7.350000023841858,84.55000007152557,0.18310185185185146,-0.03692129629629637
5755c957eb80c4000741a9ce,A,16,1.0,,-8.400000095367432,-209.549999833107,0.07847222222222228,0.036072530864197705
5755c957eb80c4000741a9ce,A,17,0.0,,,14.800000190734863,,-0.14479166666666654
5755c957eb80c4000741a9ce,A,18,0.25,,7.350000023841858,-51.550000071525574,0.12569444444444444,-0.04553240740740738
5755c957eb80c4000741a9ce,S,1,0.75,,154.09999978542328,-177.10000002384186,,
5755c957eb80c4000741a9ce,S,2,1.0,,-18.199999928474426,2.399999976158142,,
5755c957eb80c4000741a9ce,S,3,0.5,,154.09999978542328,-129.40000009536743,,
5755c957eb80c4000741a9ce,S,4,0.75,,51.89999997615814,-206.700000166893,,
5755c957eb80c4000741a9ce,S,5,0.75,,9.199999928474426,-2.399999976158142,,
5755c957eb80c4000741a9ce,S,6,1.0,,-198.89999997615814,-256.4000002145767,,
5755c957eb80c4000741a9ce,S,7,0.8,,-117.84999990463257,20.649999976158142,,
5755c957eb80c4000741a9ce,S,8,0.2,,51.89999997615814,-127.50000011920929,,
5755c957eb80c4000741a9ce,S,9,1.0,,-9.199999928474426,-49.60000014305115,,
5755c957eb80c4000741a9ce,S,10,0.6,,9.199999928474426,-70.25000011920929,,
5755c957eb80c4000741a9ce,S,11,0.6666666666666666,,833.25,-191.90000009536743,,
5755c957eb80c4000741a9ce,S,12,0.3333333333333333,,-254.90000021457672,-66.70000004768372,,
5755c957eb80c4000741a9ce,S,13,0.3333333333333333,,-170.19999992847443,-151.0000001192093,,
5755c957eb80c4000741a9ce,S,14,0.0,,,29.399999976158142,,
5755c957eb80c4000741a9ce,S,15,1.0,,-50.40000021457672,56.39999997615814,,
5755c957eb80c4000741a9ce,S,16,0.5,,-254.90000021457672,20.649999976158142,,
5755c957eb80c4000741a9ce,S,17,0.8571428571428571,,233.44999992847443,27.0,,
5755c957eb80c4000741a9ce,S,18,0.6666666666666666,,44.299999952316284,-236.60000002384186,,
575f387c91f8b40006c332e1,A,1,1.0,0.0,223.94999992847443,-280.7999999523163,,
575f387c91f8b40006c332e1,A,2,0.75,0.0,24.199999928474426,13.899999976158142,,
575f387c91f8b40006c332e1,A,3,1.0,0.0,-16.100000023841858,0.0,,
575f387c91f8b40006c332e1,A,4,1.0,0.0,186.24999994039536,0.0,,
575f387c91f8b40006c332e1,A,5,0.6666666666666666,0.125,198.24999994039536,-174.59999990463257,,
575f387c91f8b40006c332e1,A,6,0.75,0.0,45.69999998807907,-266.2000000476837,,
575f387c91f8b40006c332e1,A,7,0.8,0.0,-2.5,257.2000000476837,,
575f387c91f8b40006c332e1,A,8,1.0,0.0,194.14999997615814,-174.59999990463257,,
575f387c91f8b40006c332e1,A,9,0.6666666666666666,0.0,31.0,-155.39999997615814,,
575f387c91f8b40006c332e1,A,10,0.5,0.0,65.59999990463257,-68.84999996423721,,
575f387c91f8b40006c332e1,A,11,0.5,0.0,423.6999999284744,0.0,,
575f387c91f8b40006c332e1,A,12,0.6666666666666666,0.25,-28.100000023841858,-280.7999999523163,,
575f387c91f8b40006c332e1,A,13,0.8,0.0,45.69999998807907,-155.39999997615814,,
575f387c91f8b40006c332e1,A,14,0.8,0.0,-1.5000000596046448,-192.29999995231628,,
575f387c91f8b40006c332e1,A,15,1.0,0.0,-5.0,50.94999998807907,,
575f387c91f8b40006c332e1,A,16,1.0,0.0,-27.200000047683716,21.200000047683716,,
575f387c91f8b40006c332e1,A,17,0.75,0.0,-51.200000047683716,-155.39999997615814,,
