PROLIFIC_PID,target,row_index,cond_hit_rate,cond_fa_rate,RT_present,RT_absent,conf_present,conf_absent
5928947add1a250001b4e859,A,18,1.0,0.0,33.79999999888241,-213.89999999850988,,
5928947add1a250001b4e859,S,1,0.6,0.0,-50.0,14.950000001117587,-0.010995370370370572,-0.02670940170940178
5928947add1a250001b4e859,S,2,1.0,0.0,9.399999998509884,-23.59999999962747,-0.07966820987654355,0.050836894586894665
5928947add1a250001b4e859,S,3,0.75,0.0,175.29999999701977,14.950000001117587,-0.04263117283950624,-0.02670940170940178
5928947add1a250001b4e859,S,4,1.0,0.125,182.94999999925494,343.70000000298023,-0.05478395061728414,-0.051510989010988995
5928947add1a250001b4e859,S,5,0.5714285714285714,0.0,47.79999999888241,68.59999999962747,0.038387345679012475,-0.016292735042735318
5928947add1a250001b4e859,S,6,1.0,0.0,182.94999999925494,343.70000000298023,0.012345679012345956,-0.06451804368471059
5928947add1a250001b4e859,S,7,0.4,0.25,-225.80000000074506,-247.19999999925494,-0.049575617283950546,0.06202516619183274
5928947add1a250001b4e859,S,8,1.0,0.14285714285714285,190.60000000149012,505.4500000011176,-0.05189043209876554,0.025373931623931756
5928947add1a250001b4e859,S,9,0.25,0.0,175.29999999701977,417.75000000186265,0.026813271604938405,-0.06837606837606852
5928947add1a250001b4e859,S,10,0.75,0.0,9.399999998509884,-362.84999999962747,-0.009452160493827244,-0.04349180911680928
5928947add1a250001b4e859,S,11,1.0,0.3333333333333333,-20.300000000745058,-527.75,-0.06288580246913578,0.10407763532763525
5928947add1a250001b4e859,S,12,0.6666666666666666,0.0,-194.5,134.90000000223517,-0.0322145061728395,-0.039440883190883236
5928947add1a250001b4e859,S,13,0.5,0.0,-255.5,82.25,-0.09934413580246904,0.012642450142450024
5928947add1a250001b4e859,S,14,0.25,1.0,-461.0,,-0.019483024691357542,
5928947add1a250001b4e859,S,15,1.0,0.0,-149.9500000011176,-5.449999999254942,-0.007908950617284027,-0.07995014245014276
5928947add1a250001b4e859,S,16,0.5,0.25,457.19999999925494,-354.6000000014901,0.024498456790123413,-0.0760921177587846
5928947add1a250001b4e859,S,17,1.0,0.0,-50.0,122.30000000074506,-0.08352623456790109,0.06877670940170921
5928947add1a250001b4e859,S,18,1.0,0.0,9.399999998509884,-185.5499999988824,-0.009452160493827244,0.008012820512820484
594b80f264c25300013deb95,A,1,0.5,,-95.3999999165535,-428.3500000536442,,
594b80f264c25300013deb95,A,2,0.5,,-201.94999998807907,-289.85000002384186,,
594b80f264c25300013deb95,A,3,0.75,,876.9000000357628,-76.15000000596046,,
594b80f264c25300013deb95,A,4,0.8,,-185.19999992847443,209.99999997019768,,
594b80f264c25300013deb95,A,5,0.6666666666666666,,-137.49999997019768,257.7499999701977,,
594b80f264c25300013deb95,A,6,0.5,,-274.99999994039536,-503.55000004172325,,
594b80f264c25300013deb95,A,7,0.75,,876.9000000357628,-76.15000000596046,,
594b80f264c25300013deb95,A,8,0.8,,-47.69999995827675,-76.15000000596046,,
594b80f264c25300013deb95,A,9,1.0,,208.4000000655651,-503.55000004172325,,
594b80f264c25300013deb95,A,10,0.5,,-403.89999997615814,122.74999997019768,,
594b80f264c25300013deb95,A,11,0.5,,-274.99999994039536,-252.25000002980232,,
594b80f264c25300013deb95,A,12,,,,-671.1500000655651,,
594b80f264c25300013deb95,A,13,0.5,,0.0,-52.90000003576279,,
594b80f264c25300013deb95,A,14,0.5,,884.6000000238419,565.3499999940395,,
594b80f264c25300013deb95,A,15,0.8,,-85.8999999165535,-76.15000000596046,,
594b80f264c25300013deb95,A,16,0.0,,,-465.15000000596046,,
594b80f264c25300013deb95,A,17,1.0,,-95.3999999165535,-510.95000007748604,,
594b80f264c25300013deb95,A,18,0.75,,0.0,361.15000000596046,,
594b80f264c25300013deb95,S,1,0.2,0.3333333333333333,1340.4999999701977,1987.4500000178814,0.10390625000000031,0.07395833333333346
594b80f264c25300013deb95,S,2,0.6666666666666666,0.0,1017.75,-216.4000000357628,0.05572916666666683,0.02447916666666694
594b80f264c25300013deb95,S,3,1.0,0.2,345.84999999403954,-38.80000001192093,0.06484375000000031,-0.017187500000000022
594b80f264c25300013deb95,S,4,0.3333333333333333,0.0,1340.4999999701977,836.1000000238419,0.10390625000000031,0.04075520833333346
594b80f264c25300013deb95,S,5,0.3333333333333333,0.0,1232.7999999821186,-77.60000002384186,0.04140625000000031,0.06874999999999998
594b80f264c25300013deb95,S,6,0.5,0.0,-411.2999999821186,940.4500000178814,-0.1460937499999997,0.04140624999999998
594b80f264c25300013deb95,S,7,0.3333333333333333,0.0,-522.2000000178814,220.70000004768372,0.09348958333333335,0.0409722222222223
594b80f264c25300013deb95,S,8,0.5,0.0,345.84999999403954,0.0,0.06484375000000031,-0.11961805555555571
594b80f264c25300013deb95,S,9,0.0,0.5,,2115.0,,0.12343749999999998
594b80f264c25300013deb95,S,10,0.8,0.0,607.0,1083.800000011921,-0.03867187499999991,0.03945312499999998
594b80f264c25300013deb95,S,11,0.4,0.25,-15.200000017881393,-249.4000000357628,-0.009375000000000133,-0.0657986111111113
594b80f264c25300013deb95,S,12,0.75,0.0,-411.2999999821186,95.60000002384186,0.007552083333333348,0.051636904761904856
594b80f264c25300013deb95,S,13,0.6666666666666666,0.3333333333333333,137.94999998807907,1987.4500000178814,0.09348958333333335,0.07395833333333346
594b80f264c25300013deb95,S,14,0.5,0.0,802.7000000178814,220.70000004768372,0.07005208333333335,0.0956597222222223
594b80f264c25300013deb95,S,15,0.6,0.0,411.2999999821186,95.60000002384186,0.01449652777777799,0.02343750000000011
594b80f264c25300013deb95,S,16,0.3333333333333333,0.0,-833.1000000536442,-67.5499999821186,-0.08880208333333361,0.002343749999999978
594b80f264c25300013deb95,S,17,0.3333333333333333,0.25,802.7000000178814,-226.39999997615814,0.07005208333333335,0.019270833333333348
594b80f264c25300013deb95,S,18,1.0,0.0,-541.0999999940395,136.6500000357628,0.002343749999999978,0.06028645833333324
595339f4ad2ce90001b88266,A,1,0.6666666666666666,0.3333333333333333,-100.59999999403954,-94.5,,
595339f4ad2ce90001b88266,A,2,0.5,0.5,-466.75000005960464,-108.60000002384186,,
595339f4ad2ce90001b88266,A,3,0.5,0.3333333333333333,31.05000001192093,181.89999997615814,,
595339f4ad2ce90001b88266,A,4,0.75,0.0,43.25,-38.5,,
595339f4ad2ce90001b88266,A,5,0.8333333333333334,0.0,-31.05000001192093,115.9500000178814,,
595339f4ad2ce90001b88266,A,6,1.0,0.5,86.89999997615814,-269.80000001192093,,
595339f4ad2ce90001b88266,A,7,0.6666666666666666,0.2857142857142857,43.74999997019768,10.599999964237213,,
595339f4ad2ce90001b88266,A,8,1.0,0.2,-173.55000001192093,114.7000000178814,,
595339f4ad2ce90001b88266,A,9,0.6,0.0,-383.0500000715256,-38.5,,
595339f4ad2ce90001b88266,A,10,0.0,0.2,,-13.950000017881393,,
595339f4ad2ce90001b88266,A,11,0.3333333333333333,0.6666666666666666,31.05000001192093,-364.30000001192093,,
595339f4ad2ce90001b88266,A,12,0.5,0.5,-88.45000004768372,0.0,,
595339f4ad2ce90001b88266,A,13,0.5714285714285714,0.6666666666666666,37.150000005960464,267.9000000357628,,
595339f4ad2ce90001b88266,A,14,0.75,0.25,210.19999995827675,-66.09999996423721,,
595339f4ad2ce90001b88266,A,15,0.75,0.0,-31.05000001192093,96.09999999403954,,
595339f4ad2ce90001b88266,A,16,1.0,0.25,-313.7500000298023,105.39999997615814,,
595339f4ad2ce90001b88266,A,17,1.0,0.0,334.44999998807907,231.9000000357628,,
595339f4ad2ce90001b88266,A,18,0.75,0.5,-383.0500000715256,0.0,,
595339f4ad2ce90001b88266,S,1,,0.5,107.55000004172325,244.55000001192093,0.00027777777777748813,-0.05040404040404051
595339f4ad2ce90001b88266,S,2,,0.3333333333333333,121.0,180.4000000357628,-0.059722222222222565,-0.04670033670033702
595339f4ad2ce90001b88266,S,3,,0.5,16.349999994039536,42.20000001788139,0.013055555555555487,-0.12151515151515152
595339f4ad2ce90001b88266,S,4,,0.0,357.09999999403954,119.59999999403954,-0.04416666666666702,-0.022626262626262494
595339f4ad2ce90001b88266,S,5,,0.6,-97.65000000596046,386.5000000298023,0.013611111111111018,-0.20040404040404047
595339f4ad2ce90001b88266,S,6,,1.0,-318.3999999463558,,0.04324074074074069,
595339f4ad2ce90001b88266,S,7,,0.0,347.7000000178814,47.700000047683716,-0.021500000000000186,0.029966329966329808
595339f4ad2ce90001b88266,S,8,,0.6666666666666666,-15.200000017881393,-202.19999998807907,-0.05972222222222201,0.0062626262626264695
595339f4ad2ce90001b88266,S,9,,0.25,47.900000005960464,0.0,0.05212962962962964,0.038855218855218865
595339f4ad2ce90001b88266,S,10,,0.0,-231.69999995827675,-202.19999998807907,0.0024999999999999467,0.07144781144781148
595339f4ad2ce90001b88266,S,11,,1.0,-180.09999999403954,,0.028425925925925632,
595339f4ad2ce90001b88266,S,12,,0.3333333333333333,-180.09999999403954,377.25,0.07064814814814802,-0.13429292929292946
595339f4ad2ce90001b88266,S,13,,,-22.799999982118607,,-0.03935185185185197,
595339f4ad2ce90001b88266,S,14,,0.6666666666666666,-173.39999997615814,-228.69999998807907,-0.026944444444444438,0.0062626262626264695
595339f4ad2ce90001b88266,S,15,,0.5,36.150000005960464,11.150000005960464,-0.0004629629629629983,0.005151515151515018
595339f4ad2ce90001b88266,S,16,,0.3333333333333333,,-159.90000000596046,,0.01404040404040402
595339f4ad2ce90001b88266,S,17,,0.25,15.200000017881393,47.700000047683716,0.000912698412698365,-0.0463299663299665
595339f4ad2ce90001b88266,S,18,,0.5,-180.09999999403954,244.55000001192093,0.030436507936507873,-0.05040404040404051
59cb95053306be000195be2e,A,1,0.6666666666666666,0.5714285714285714,-154.5,-185.0,,
59cb95053306be000195be2e,A,2,1.0,0.0,-38.5,126.5,,
59cb95053306be000195be2e,A,3,1.0,,-20.5,,,
59cb95053306be000195be2e,A,4,1.0,0.0,0.0,-185.0,,
59cb95053306be000195be2e,A,5,0.75,0.6,12.5,-90.5,,
59cb95053306be000195be2e,A,6,1.0,,-65.5,,,
59cb95053306be000195be2e,A,7,0.8333333333333334,1.0,-12.5,,,
59cb95053306be000195be2e,A,8,1.0,0.75,-28.5,164.0,,
59cb95053306be000195be2e,A,9,,0.4,,-63.0,,
59cb95053306be000195be2e,A,10,0.75,0.4,-83.0,-185.0,,
59cb95053306be000195be2e,A,11,0.75,0.2,-100.5,-99.0,,
59cb95053306be000195be2e,A,12,0.75,0.6,201.5,84.0,,
59cb95053306be000195be2e,A,13,1.0,0.5,201.5,2.0,,
59cb95053306be000195be2e,A,14,1.0,1.0,284.5,,,
59cb95053306be000195be2e,A,15,1.0,0.2,-144.5,2.0,,
59cb95053306be000195be2e,A,16,1.0,0.5,-38.5,84.0,,
59cb95053306be000195be2e,A,17,1.0,0.0,1011.5,75.5,,
59cb95053306be000195be2e,A,18,0.8,0.0,88.0,89.0,,
59cb95053306be000195be2e,S,1,1.0,0.16666666666666666,-35.5,101.0,0.06890378345638182,-0.0249787650366724
59cb95053306be000195be2e,S,2,0.8333333333333334,0.25,89.0,48.0,-0.034299231744828185,0.0033198460744388036
59cb95053306be000195be2e,S,3,0.0,0.25,,48.0,,-0.06434438908039553
59cb95053306be000195be2e,S,4,1.0,0.0,191.0,24.0,-0.0889254087882847,-0.0989020911960442
59cb95053306be000195be2e,S,5,1.0,0.0,24.0,101.0,-0.0889254087882847,0.0093060711662456
59cb95053306be000195be2e,S,6,1.0,0.0,116.0,-86.0,-0.08672341665063077,-0.05325403803180917
59cb95053306be000195be2e,S,7,1.0,0.0,135.0,101.0,-0.09087135656742262,-0.07046487614778352
59cb95053306be000195be2e,S,8,0.5,0.0,251.0,-84.5,-0.4637030522168357,-0.027062098370005727
59cb95053306be000195be2e,S,9,0.7142857142857143,0.5,19.0,-86.0,0.06634998927828184,-0.0036245983700061712
59cb95053306be000195be2e,S,10,0.75,0.0,291.0,0.0,-0.29362962951538474,-0.006228765036672579
59cb95053306be000195be2e,S,11,1.0,0.0,55.0,-223.0,0.16710162804479833,0.02232690449957897
59cb95053306be000195be2e,S,12,1.0,0.0,-115.0,271.0,0.04757739585933862,-0.1218304269206979
59cb95053306be000195be2e,S,13,0.6666666666666666,0.0,-48.0,0.0,0.17539750787838226,0.10314623496332775
59cb95053306be000195be2e,S,14,0.75,0.0,291.0,220.5,-0.28809904295966204,-0.1572704317033392
59cb95053306be000195be2e,S,15,1.0,0.3333333333333333,135.0,-121.5,-0.12068703039554762,0.0016498822310763162
59cb95053306be000195be2e,S,16,1.0,0.0,-102.5,-279.0,0.17539750787838226,0.10314623496332775
59cb95053306be000195be2e,S,17,1.0,0.2,-187.0,64.5,0.03893646187143762,-0.027062098370005727
59cb95053306be000195be2e,S,18,1.0,0.0,-19.0,0.0,0.03893646187143762,0.0093060711662456
59f392ef9618dc0001d33a58,A,1,0.5,0.5,1032.0,992.5,,
59f392ef9618dc0001d33a58,A,2,0.3333333333333333,0.5,704.0,350.5,,
59f392ef9618dc0001d33a58,A,3,1.0,0.2,-55.0,-34.0,,
59f392ef9618dc0001d33a58,A,4,0.3333333333333333,0.25,-400.0,-37.5,,
59f392ef9618dc0001d33a58,A,5,0.75,0.3333333333333333,-55.0,285.5,,
59f392ef9618dc0001d33a58,A,6,1.0,0.0,92.5,150.0,,
59f392ef9618dc0001d33a58,A,7,1.0,0.3333333333333333,-55.0,-34.0,,
59f392ef9618dc0001d33a58,A,8,1.0,0.0,704.0,385.0,,
59f392ef9618dc0001d33a58,A,9,0.75,0.0,0.0,352.5,,
59f392ef9618dc0001d33a58,A,10,0.8,0.0,-27.5,149.0,,
59f392ef9618dc0001d33a58,A,11,1.0,0.3333333333333333,520.5,-45.5,,
59f392ef9618dc0001d33a58,A,12,0.8333333333333334,0.3333333333333333,361.0,191.0,,
59f392ef9618dc0001d33a58,A,13,0.8,0.2,-200.0,168.5,,
59f392ef9618dc0001d33a58,A,14,0.5,0.0,-365.0,350.5,,
59f392ef9618dc0001d33a58,A,15,1.0,0.2857142857142857,-78.0,218.5,,
59f392ef9618dc0001d33a58,A,16,1.0,0.14285714285714285,445.0,183.0,,
59f392ef9618dc0001d33a58,A,17,0.7777777777777778,,-55.0,,,
59f392ef9618dc0001d33a58,A,18,0.6666666666666666,0.0,-126.5,183.0,,
59f392ef9618dc0001d33a58,S,1,0.75,0.6666666666666666,-222.0,-711.5,-0.022352430555555358,0.02473958333333337
59f392ef9618dc0001d33a58,S,2,0.3333333333333333,0.25,215.0,277.5,0.10959201388888928,0.01171875
59f392ef9618dc0001d33a58,S,3,1.0,0.0,211.0,0.0,-0.03103298611111127,0.0004340277777776791
59f392ef9618dc0001d33a58,S,4,0.5714285714285714,0.6,-127.5,-207.5,-0.028428819444444198,0.011718749999999889
59f392ef9618dc0001d33a58,S,5,1.0,0.0,-41.0,-294.5,-0.007595486111110938,-0.02039930555555558
59f392ef9618dc0001d33a58,S,6,0.6666666666666666,0.6666666666666666,-259.0,2624.5,0.04448784722222232,-0.04557291666666663
59f392ef9618dc0001d33a58,S,7,0.5,0.3333333333333333,211.0,940.0,-0.17686631944444464,-0.011718750000000111
59f392ef9618dc0001d33a58,S,8,1.0,0.2,-259.5,-8.5,-0.04275173611111116,0.00651041666666663
59f392ef9618dc0001d33a58,S,9,0.75,0.6666666666666666,-144.0,2572.5,-0.10221354166666663,0.00911458333333337
59f392ef9618dc0001d33a58,S,10,0.0,0.0,,-277.5,,-0.06380208333333365
59f392ef9618dc0001d33a58,S,11,0.3333333333333333,0.6666666666666666,215.0,427.5,0.10959201388888928,-0.01432291666666663
59f392ef9618dc0001d33a58,S,12,0.6666666666666666,0.6,-131.5,1046.5,-0.004991319444444642,-0.0013020833333331483
59f392ef9618dc0001d33a58,S,13,0.6666666666666666,1.0,66.0,,0.04188368055555536,
59f392ef9618dc0001d33a58,S,14,1.0,0.16666666666666666,-119.0,-277.5,0.0770399305555558,-0.012239583333333415
59f392ef9618dc0001d33a58,S,15,0.875,0.5,-94.0,-277.5,-0.01615203373015872,-0.06380208333333365
59f392ef9618dc0001d33a58,S,16,0.5,0.0,-42.5,-207.5,-0.07921006944444464,0.011718749999999889
59f392ef9618dc0001d33a58,S,17,0.75,0.4,-144.0,-277.5,-0.04405381944444431,-0.010850694444444642
59f392ef9618dc0001d33a58,S,18,1.0,0.5,-183.5,956.5,-0.06488715277777768,-0.01041666666666663
5a30078e1f4fab00014991ba,A,1,1.0,0.0,-47.65000000130385,-173.7999999988824,,
5a30078e1f4fab00014991ba,A,2,1.0,0.6,282.54999999981374,-36.59999999962747,,
5a30078e1f4fab00014991ba,A,3,0.8571428571428571,0.2,95.59999999962747,5.000000000931323,,
5a30078e1f4fab00014991ba,A,4,0.6666666666666666,0.16666666666666666,308.75,0.0,,
5a30078e1f4fab00014991ba,A,5,0.6666666666666666,0.3333333333333333,42.70000000111759,-62.79999999888241,,
5a30078e1f4fab00014991ba,A,6,0.0,0.0,,27.300000000745058,,
5a30078e1f4fab00014991ba,A,7,1.0,0.3333333333333333,97.00000000093132,-83.14999999850988,,
5a30078e1f4fab00014991ba,A,8,0.6,0.4,-62.85000000055879,0.0,,
5a30078e1f4fab00014991ba,A,9,0.8,0.6,4.949999999254942,18.65000000130385,,
5a30078e1f4fab00014991ba,A,10,0.8571428571428571,0.5,-78.55000000074506,10.000000001862645,,
5a30078e1f4fab00014991ba,A,11,0.8,0.0,237.00000000093132,18.65000000130385,,
5a30078e1f4fab00014991ba,A,12,0.5,0.25,265.7500000009313,0.0,,
5a30078e1f4fab00014991ba,A,13,0.75,0.25,208.25000000093132,27.300000000745058,,
5a30078e1f4fab00014991ba,A,14,1.0,0.5,-68.54999999888241,-173.7999999988824,,
5a30078e1f4fab00014991ba,A,15,1.0,0.6666666666666666,-14.249999999068677,-187.30000000074506,,
5a30078e1f4fab00014991ba,A,16,1.0,0.5,-62.85000000055879,-67.79999999981374,,
5a30078e1f4fab00014991ba,A,17,1.0,0.0,-14.249999999068677,-154.69999999925494,,
5a30078e1f4fab00014991ba,A,18,1.0,0.0,237.00000000093132,-156.0,,
5a30078e1f4fab00014991ba,S,1,1.0,0.0,-55.74999999906868,-12.400000000372529,-0.013555555555555543,-0.017818181818181844
5a30078e1f4fab00014991ba,S,2,0.8333333333333334,0.6666666666666666,-23.149999999441206,-122.20000000111759,0.017555555555555657,-0.05959595959595948
5a30078e1f4fab00014991ba,S,3,0.7142857142857143,0.2,-23.149999999441206,200.1499999994412,0.007777777777777772,0.0726262626262626
5a30078e1f4fab00014991ba,S,4,0.5,0.0,-146.6499999994412,389.34999999962747,0.047777777777777586,-0.13737373737373748
5a30078e1f4fab00014991ba,S,5,1.0,0.5,-81.80000000074506,389.34999999962747,0.0011111111111110628,-0.13737373737373748
5a30078e1f4fab00014991ba,S,6,1.0,0.2,-181.70000000018626,336.34999999962747,-0.007222222222222241,-0.031262626262626214
5a30078e1f4fab00014991ba,S,7,1.0,0.0,59.15000000037253,-164.9500000011176,-0.04555555555555579,-0.10404040404040393
5a30078e1f4fab00014991ba,S,8,0.5,0.4,764.0500000016764,366.0,-0.17333333333333345,0.05818181818181822
5a30078e1f4fab00014991ba,S,9,0.75,0.3333333333333333,-167.94999999832362,-6.2000000001862645,0.07592592592592606,0.07929292929292908
5a30078e1f4fab00014991ba,S,10,0.6666666666666666,0.0,106.5,-122.20000000111759,-0.025555555555555443,-0.021818181818181792
5a30078e1f4fab00014991ba,S,11,,0.4,,-12.400000000372529,,0.049292929292929166
5a30078e1f4fab00014991ba,S,12,1.0,0.0,289.25,300.09999999869615,0.014074074074074128,0.020404040404040535
5a30078e1f4fab00014991ba,S,13,1.0,0.5,1223.0500000016764,659.4999999990687,-0.16111111111111098,0.22484848484848463
5a30078e1f4fab00014991ba,S,14,1.0,0.5,-23.149999999441206,260.0,0.006296296296296355,-0.21959595959595946
5a30078e1f4fab00014991ba,S,15,1.0,0.2,-23.149999999441206,121.8999999994412,0.04629629629629639,0.013181818181818294
5a30078e1f4fab00014991ba,S,16,0.3333333333333333,0.0,1223.0500000016764,-12.400000000372529,-0.16111111111111098,0.06929292929292918
5a30078e1f4fab00014991ba,S,17,1.0,0.6666666666666666,-99.8999999994412,722.3999999985099,0.10444444444444456,0.1004040404040405
5a30078e1f4fab00014991ba,S,18,0.6666666666666666,0.3333333333333333,75.25,-570.3500000005588,-0.05888888888888888,0.051515151515151514
5a606ae1eedc32000142ea79,A,1,0.5,,1145.7999999821186,72.25,-0.005252525252525397,-0.06787037037037047
5a606ae1eedc32000142ea79,A,2,1.0,,121.8999999910593,-8.650000005960464,-0.07414141414141395,0.0417063492063493
5a606ae1eedc32000142ea79,A,3,0.5,,-43.400000020861626,-260.44999998807907,0.036969696969696986,-0.07490740740740753
5a606ae1eedc32000142ea79,A,4,0.8,,-183.10000002384186,885.6000000089407,0.018636363636363562,-0.05194444444444457
5a606ae1eedc32000142ea79,A,5,1.0,,-633.7000000178814,-54.6499999910593,0.023636363636363567,0.09472222222222193
5a606ae1eedc32000142ea79,A,6,1.0,,368.34999999403954,66.45000000298023,0.06808080808080808,0.07138888888888895
5a606ae1eedc32000142ea79,A,7,0.75,,-623.3000000119209,66.45000000298023,-0.02303030303030318,0.07138888888888895
5a606ae1eedc32000142ea79,A,8,1.0,,-43.400000020861626,82.84999999403954,0.039191919191919,0.011388888888888893
5a606ae1eedc32000142ea79,A,9,0.5,,-623.3000000119209,-81.5499999821186,-0.007474747474747412,0.06879629629629613
5a606ae1eedc32000142ea79,A,10,0.5,,-633.7000000178814,512.3499999940395,0.023636363636363567,-0.1110555555555558
5a606ae1eedc32000142ea79,A,11,1.0,,459.19999998807907,512.3499999940395,0.004377104377104257,-0.036388888888888804
5a606ae1eedc32000142ea79,A,12,0.25,,-759.4000000059605,72.25,0.06141414141414159,0.011388888888888893
5a606ae1eedc32000142ea79,A,13,1.0,,-75.40000002086163,-256.3999999910593,-0.008585858585858697,0.05472222222222234
5a606ae1eedc32000142ea79,A,14,0.6,,459.19999998807907,205.6499999910593,-0.043030303030303196,-0.06601851851851881
5a606ae1eedc32000142ea79,A,15,0.3333333333333333,,-305.00000001490116,205.6499999910593,-0.035252525252525424,0.04861111111111127
5a606ae1eedc32000142ea79,A,16,0.5,,660.4999999701977,-121.84999999403954,0.022895622895622858,-0.03527777777777763
5a606ae1eedc32000142ea79,A,17,1.0,,431.19999998807907,-91.65000000596046,0.04919191919191912,-0.0919444444444446
5a606ae1eedc32000142ea79,A,18,0.5,,-684.7000000178814,675.3000000119209,0.03474747474747464,0.07805555555555532
5a606ae1eedc32000142ea79,S,1,0.75,0.0,79.19999998807907,-158.0,,
5a606ae1eedc32000142ea79,S,2,0.75,0.3333333333333333,-26.80000001192093,285.7000000178814,,
5a606ae1eedc32000142ea79,S,3,0.8,0.0,-162.3500000089407,-568.6999999880791,,
5a606ae1eedc32000142ea79,S,4,0.5,0.5,-337.59999999403954,1377.1000000238419,,
5a606ae1eedc32000142ea79,S,5,1.0,0.0,-83.40000000596046,81.19999998807907,,
5a606ae1eedc32000142ea79,S,6,0.5,0.0,1.0999999940395355,-205.69999998807907,,
5a606ae1eedc32000142ea79,S,7,1.0,0.0,112.69999998807907,-226.04999999701977,,
5a606ae1eedc32000142ea79,S,8,1.0,0.0,317.24999998509884,-40.79999998211861,,
5a606ae1eedc32000142ea79,S,9,0.2,0.0,-83.40000000596046,-370.59999999403954,,
5a606ae1eedc32000142ea79,S,10,,0.0,,0.0,,
5a606ae1eedc32000142ea79,S,11,1.0,0.0,317.24999998509884,-402.84999999403954,,
5a606ae1eedc32000142ea79,S,12,1.0,0.0,-13.400000005960464,197.15000000596046,,
5a606ae1eedc32000142ea79,S,13,0.6666666666666666,0.0,263.34999999403954,20.200000002980232,,
5a606ae1eedc32000142ea79,S,14,0.8,0.0,56.349999994039536,-40.79999998211861,,
5a606ae1eedc32000142ea79,S,15,0.75,0.0,-110.5,313.10000002384186,,
5a606ae1eedc32000142ea79,S,16,0.8571428571428571,0.0,39.599999994039536,-102.49999998509884,,
5a606ae1eedc32000142ea79,S,17,0.8333333333333334,0.0,-110.5,0.0,,
5a606ae1eedc32000142ea79,S,18,0.4,0.0,305.19999998807907,0.0,,
5a6325d713898300014b2f82,A,1,0.3333333333333333,,2586.3499999046326,-133.35000014305115,-0.01840277777777799,-0.00538194444444462
5a6325d713898300014b2f82,A,2,0.6666666666666666,,7303.649999856949,-325.6000003814697,-0.0017361111111110494,0.0027199074074075735
5a6325d713898300014b2f82,A,3,0.25,,-1438.8499999046326,556.1999998092651,-0.02118055555555598,-0.02357638888888891
5a6325d713898300014b2f82,A,4,0.0,,,507.9999997615814,,-0.07968750000000002
5a6325d713898300014b2f82,A,5,0.14285714285714285,,-1623.8499999046326,2339.4000000953674,0.014930555555556002,-0.06116898148148153
5a6325d713898300014b2f82,A,6,0.0,,,-642.6999998092651,,-0.044502314814814925
5a6325d713898300014b2f82,A,7,0.5,,-898.5,-765.6999998092651,-0.033680555555556047,0.011053240740740544
5a6325d713898300014b2f82,A,8,0.0,,,-58.90000009536743,,-0.014872685185185142
5a6325d713898300014b2f82,A,9,0.75,,11812.950000286102,67.09999966621399,-0.023958333333333304,-0.030613425925925863
5a6325d713898300014b2f82,A,10,0.6666666666666666,,645.1499998569489,1573.7000002861023,0.048263888888888995,0.07309027777777777
5a6325d713898300014b2f82,A,11,0.75,,-358.15000009536743,58.90000009536743,0.02604166666666674,-0.05024305555555553
5a6325d713898300014b2f82,A,12,0.2,,12020.949999809265,-1052.3999998569489,0.014930555555556002,-0.013020833333333592
5a6325d713898300014b2f82,A,13,0.5,,7303.649999856949,1016.75,-0.0017361111111110494,0.014293981481481421
5a6325d713898300014b2f82,A,14,0.25,,2586.3499999046326,-851.9500000476837,-0.01840277777777799,-0.038020833333333504
5a6325d713898300014b2f82,A,15,1.0,,358.15000009536743,,0.013078703703704009,
5a6325d713898300014b2f82,A,16,0.6666666666666666,,11916.950000047684,-708.7999997138977,-0.02673611111111096,-0.006354166666666772
5a6325d713898300014b2f82,A,17,0.0,,,-1166.7999997138977,,-0.04010416666666672
5a6325d713898300014b2f82,A,18,0.0,,,-642.6999998092651,,-0.003576388888888893
5a6325d713898300014b2f82,S,1,0.75,0.4,261.0,493.650000333786,,
5a6325d713898300014b2f82,S,2,0.8,0.25,-173.79999995231628,493.650000333786,,
5a6325d713898300014b2f82,S,3,0.6,0.25,-116.90000009536743,-113.95000004768372,,
5a6325d713898300014b2f82,S,4,0.3333333333333333,0.25,987.7999997138977,3743.4500000476837,,
5a6325d713898300014b2f82,S,5,0.6666666666666666,0.0,414.2000002861023,62.35000014305115,,
5a6325d713898300014b2f82,S,6,1.0,0.3333333333333333,-191.89999961853027,215.65000009536743,,
5a6325d713898300014b2f82,S,7,0.6,0.0,-231.69999980926514,562.7500002384186,,
5a6325d713898300014b2f82,S,8,1.0,0.0,-217.0,2179.2500002384186,,
5a6325d713898300014b2f82,S,9,0.8,0.0,22.0,-446.19999980926514,,
5a6325d713898300014b2f82,S,10,0.3333333333333333,0.0,498.5,189.85000014305115,,
5a6325d713898300014b2f82,S,11,0.75,0.0,261.0,-229.04999995231628,,
5a6325d713898300014b2f82,S,12,1.0,0.3333333333333333,-217.0,562.7500002384186,,
5a6325d713898300014b2f82,S,13,0.6666666666666666,0.25,72.04999995231628,984.8500006198883,,
5a6325d713898300014b2f82,S,14,1.0,0.16666666666666666,261.0,493.650000333786,,
5a6325d713898300014b2f82,S,15,0.6666666666666666,0.25,-174.29999995231628,-1873.5499999523163,,
5a6325d713898300014b2f82,S,16,0.6666666666666666,0.25,91.15000033378601,62.35000014305115,,
