PROLIFIC_PID,target,row_index,cond_hit_rate,cond_fa_rate,RT_present,RT_absent
55dbdc9d50a1f7001190d753,S,8,1.0,0.4444444444444444,0.0,9.650000035762787
55dbdc9d50a1f7001190d753,S,9,1.0,0.6666666666666666,898.3000000119209,2325.6499999165535
55dbdc9d50a1f7001190d753,S,10,0.25,1.0,-268.20000010728836,
55dbdc9d50a1f7001190d753,S,11,0.5,0.5,-140.00000005960464,2325.6499999165535
55dbdc9d50a1f7001190d753,S,12,0.8,0.3333333333333333,220.0,0.0
55dbdc9d50a1f7001190d753,S,13,0.6666666666666666,0.5,675.0500000119209,-94.25000005960464
55dbdc9d50a1f7001190d753,S,14,1.0,0.0,0.0,2325.6499999165535
55dbdc9d50a1f7001190d753,S,15,0.3333333333333333,0.5,451.80000001192093,516.0999999642372
55dbdc9d50a1f7001190d753,S,16,0.6666666666666666,0.3333333333333333,105.35000002384186,204.19999998807907
55dbdc9d50a1f7001190d753,S,17,0.0,0.5,,9.650000035762787
55dbdc9d50a1f7001190d753,S,18,1.0,0.75,-126.44999998807907,9.650000035762787
56aff283015998000bcd6a30,A,1,1.0,0.6666666666666666,449.2500002384186,343.2999997138977
56aff283015998000bcd6a30,A,2,0.8,0.5,-118.64999985694885,190.94999980926514
56aff283015998000bcd6a30,A,3,0.0,0.3333333333333333,,0.0
56aff283015998000bcd6a30,A,4,0.3333333333333333,0.6,-237.2999997138977,-87.75
56aff283015998000bcd6a30,A,5,1.0,1.0,-112.84999990463257,
56aff283015998000bcd6a30,A,6,0.5,1.0,919.7000002861023,
56aff283015998000bcd6a30,A,7,1.0,0.75,1119.6000003814697,-214.09999990463257
56aff283015998000bcd6a30,A,8,0.6666666666666666,0.3333333333333333,10.950000286102295,-87.75
56aff283015998000bcd6a30,A,9,,0.6666666666666666,,38.59999990463257
56aff283015998000bcd6a30,A,10,1.0,0.5,336.400000333786,819.8999998569489
56aff283015998000bcd6a30,A,11,0.6,0.6,-225.69999980926514,541.2000000476837
56aff283015998000bcd6a30,A,12,0.6666666666666666,0.5,1039.1500005722046,1296.5
56aff283015998000bcd6a30,A,13,0.5,0.0,336.400000333786,1296.5
56aff283015998000bcd6a30,A,14,0.5,0.3333333333333333,471.25000047683716,819.8999998569489
56aff283015998000bcd6a30,A,15,1.0,0.5,-201.39999961853027,-114.5
56aff283015998000bcd6a30,A,16,1.0,0.6666666666666666,-225.69999980926514,-75.90000009536743
56aff283015998000bcd6a30,A,17,0.6666666666666666,0.6666666666666666,460.2000005245209,-214.09999990463257
56aff283015998000bcd6a30,A,18,1.0,0.6,1119.6000003814697,819.8999998569489
56aff283015998000bcd6a30,S,1,1.0,0.2,206.59999990463257,-37.55000019073486
56aff283015998000bcd6a30,S,2,0.5,0.0,659.3000001907349,18.84999990463257
56aff283015998000bcd6a30,S,3,0.6666666666666666,,517.6000001430511,
56aff283015998000bcd6a30,S,4,1.0,,816.2999999523163,
56aff283015998000bcd6a30,S,5,0.75,0.3333333333333333,-38.94999980926514,229.64999985694885
56aff283015998000bcd6a30,S,6,1.0,0.0,90.04999995231628,-24.899999856948853
56aff283015998000bcd6a30,S,7,0.4,0.5,816.2999999523163,576.4499998092651
56aff283015998000bcd6a30,S,8,0.5,0.5,-17.75,-112.80000019073486
56aff283015998000bcd6a30,S,9,0.6666666666666666,0.0,49.60000014305115,327.94999980926514
56aff283015998000bcd6a30,S,10,0.5,0.25,-225.34999990463257,-286.2000002861023
56aff283015998000bcd6a30,S,11,0.8,0.0,67.09999990463257,196.59999990463257
56aff283015998000bcd6a30,S,12,1.0,0.5,29.450000047683716,-49.799999713897705
56aff283015998000bcd6a30,S,13,0.25,0.0,116.44999980926514,229.64999985694885
56aff283015998000bcd6a30,S,14,0.6,0.0,116.44999980926514,-199.50000023841858
56aff283015998000bcd6a30,S,15,0.6666666666666666,0.2,-54.450000047683716,266.34999990463257
56aff283015998000bcd6a30,S,16,0.75,0.2,324.55000019073486,172.5499997138977
56aff283015998000bcd6a30,S,17,0.5,0.0,638.5499997138977,18.84999990463257
56aff283015998000bcd6a30,S,18,0.8333333333333334,0.2,-187.84999990463257,477.14999985694885
56d0901c197fb1000b2348ee,A,1,0.3333333333333333,0.0,-897.2000000178814,1155.75
56d0901c197fb1000b2348ee,A,2,0.5,0.0,29.80000001192093,-355.4000000357628
56d0901c197fb1000b2348ee,A,3,0.6666666666666666,0.5,-447.70000000298023,-826.1000000238419
56d0901c197fb1000b2348ee,A,4,0.6666666666666666,0.25,-811.7500000149012,-355.4000000357628
56d0901c197fb1000b2348ee,A,5,0.25,0.3333333333333333,232.99999997019768,893.6499999910593
56d0901c197fb1000b2348ee,A,6,0.75,0.5,-726.3000000119209,1944.5
56d0901c197fb1000b2348ee,A,7,0.5,0.5,3409.5999999940395,-453.00000001490116
56d0901c197fb1000b2348ee,A,8,0.6,0.6666666666666666,188.5,2311.5
56d0901c197fb1000b2348ee,A,9,0.75,0.4,-726.3000000119209,216.99999997019768
56d0901c197fb1000b2348ee,A,10,1.0,0.5,1719.7000000029802,-355.4000000357628
56d0901c197fb1000b2348ee,A,11,0.6666666666666666,0.0,-332.10000002384186,-132.1000000089407
56d0901c197fb1000b2348ee,A,12,0.75,0.5,-29.80000001192093,-1033.7500000149012
56d0901c197fb1000b2348ee,A,13,0.2,0.0,-865.5999999940395,893.6499999910593
56d0901c197fb1000b2348ee,A,14,0.5,0.3333333333333333,210.74999998509884,866.1499999910593
56d0901c197fb1000b2348ee,A,15,0.25,0.3333333333333333,232.99999997019768,1233.1499999910593
56d0901c197fb1000b2348ee,A,16,0.6666666666666666,0.3333333333333333,-354.3500000089407,-100.30000002682209
56d0901c197fb1000b2348ee,A,17,0.2857142857142857,0.0,-268.90000000596046,978.0499999821186
56d0901c197fb1000b2348ee,A,18,0.0,0.0,,185.89999997615814
56d0901c197fb1000b2348ee,S,1,0.8,0.4,534.75,-34.69999998807907
56d0901c197fb1000b2348ee,S,2,1.0,0.4,-125.30000001192093,34.69999998807907
56d0901c197fb1000b2348ee,S,3,1.0,0.0,915.4999999701977,523.2499999850988
56d0901c197fb1000b2348ee,S,4,0.5,0.0,517.4000000059605,-130.0
56d0901c197fb1000b2348ee,S,5,1.0,1.0,0.0,
56d0901c197fb1000b2348ee,S,6,1.0,0.3333333333333333,552.0999999940395,861.0499999970198
56d0901c197fb1000b2348ee,S,7,1.0,0.5714285714285714,-324.30000001192093,1176.4999999701977
56d0901c197fb1000b2348ee,S,8,0.5,0.6666666666666666,0.0,34.69999998807907
56d0901c197fb1000b2348ee,S,9,1.0,0.8,673.4500000029802,-399.10000002384186
56d0901c197fb1000b2348ee,S,10,1.0,0.5,-62.650000005960464,-399.10000002384186
56d0901c197fb1000b2348ee,S,11,1.0,1.0,552.0999999940395,
56d0901c197fb1000b2348ee,S,12,0.75,0.5,915.4999999701977,1264.199999988079
56d0901c197fb1000b2348ee,S,13,1.0,0.6,534.75,861.0499999970198
56d0901c197fb1000b2348ee,S,14,,0.5,,1687.4000000059605
56d0901c197fb1000b2348ee,S,15,0.875,0.3333333333333333,1340.3999999761581,388.6999999731779
56d0901c197fb1000b2348ee,S,16,1.0,0.2,517.4000000059605,605.5999999791384
56d0901c197fb1000b2348ee,S,17,0.75,0.25,1619.5999999940395,-34.69999998807907
56d0901c197fb1000b2348ee,S,18,1.0,0.2,809.7999999970198,1220.3499999791384
570d22b35e5156000efd8bd5,A,1,0.6666666666666666,,-326.5,234.5
570d22b35e5156000efd8bd5,A,2,0.6666666666666666,,-208.0,14.0
570d22b35e5156000efd8bd5,A,3,0.3333333333333333,,148.0,-345.5
570d22b35e5156000efd8bd5,A,4,0.75,,556.0,-893.0
570d22b35e5156000efd8bd5,A,5,0.8,,417.5,-598.0
570d22b35e5156000efd8bd5,A,6,1.0,,279.0,-705.0
570d22b35e5156000efd8bd5,A,7,0.6666666666666666,,-106.0,-750.0
570d22b35e5156000efd8bd5,A,8,0.5,,-268.0,2204.0
570d22b35e5156000efd8bd5,A,9,0.5,,-148.0,767.0
570d22b35e5156000efd8bd5,A,10,1.0,,1246.5,-219.0
570d22b35e5156000efd8bd5,A,11,0.75,,-268.0,14.0
570d22b35e5156000efd8bd5,A,12,0.5555555555555556,,279.0,276.5
570d22b35e5156000efd8bd5,A,13,0.6,,279.0,767.0
570d22b35e5156000efd8bd5,A,14,0.5,,279.0,-1113.0
570d22b35e5156000efd8bd5,A,15,0.75,,682.0,8.5
570d22b35e5156000efd8bd5,A,16,0.3333333333333333,,-385.0,14.0
570d22b35e5156000efd8bd5,A,17,1.0,,-360.0,455.0
570d22b35e5156000efd8bd5,A,18,0.5,,480.5,1118.0
570d22b35e5156000efd8bd5,S,1,0.8,0.5,-46.0,-255.0
570d22b35e5156000efd8bd5,S,2,0.6,0.2857142857142857,64.0,-399.0
570d22b35e5156000efd8bd5,S,3,0.5,0.25,506.0,255.0
570d22b35e5156000efd8bd5,S,4,1.0,0.4,-76.0,603.0
570d22b35e5156000efd8bd5,S,5,0.5,0.0,10.0,-399.0
570d22b35e5156000efd8bd5,S,6,0.75,0.3333333333333333,64.0,1429.5
570d22b35e5156000efd8bd5,S,7,1.0,0.0,900.0,102.0
570d22b35e5156000efd8bd5,S,8,1.0,0.0,-76.0,-599.0
570d22b35e5156000efd8bd5,S,9,0.75,0.0,52.0,-255.0
570d22b35e5156000efd8bd5,S,10,,0.5,,70.0
570d22b35e5156000efd8bd5,S,11,1.0,0.2,212.0,-72.0
570d22b35e5156000efd8bd5,S,12,1.0,0.25,-12.0,656.0
570d22b35e5156000efd8bd5,S,13,0.5,,296.0,
570d22b35e5156000efd8bd5,S,14,1.0,,-76.0,
570d22b35e5156000efd8bd5,S,15,0.8333333333333334,0.0,-92.0,629.5
570d22b35e5156000efd8bd5,S,16,1.0,0.3333333333333333,10.0,174.0
570d22b35e5156000efd8bd5,S,17,0.8333333333333334,0.25,-10.0,287.0
570d22b35e5156000efd8bd5,S,18,0.5,0.3333333333333333,275.0,-599.0
571144323d47e800096358d9,A,1,,0.0,16.600000023841858,-26.75000011920929
571144323d47e800096358d9,A,2,,0.25,107.05000019073486,20.199999809265137
571144323d47e800096358d9,A,3,,0.0,619.6500000953674,-103.70000004768372
571144323d47e800096358d9,A,4,,0.0,-77.64999985694885,121.09999990463257
571144323d47e800096358d9,A,5,,0.25,444.15000009536743,20.199999809265137
571144323d47e800096358d9,A,6,,0.0,107.05000019073486,121.09999990463257
571144323d47e800096358d9,A,7,,0.0,,0.39999985694885254
571144323d47e800096358d9,A,8,,0.0,-0.75,-83.35000014305115
571144323d47e800096358d9,A,9,,0.0,7.2500001192092896,-114.60000014305115
571144323d47e800096358d9,A,10,,0.0,32.450000047683716,-87.60000014305115
571144323d47e800096358d9,A,11,,,444.15000009536743,
571144323d47e800096358d9,A,12,,0.0,180.5000001192093,-80.65000009536743
571144323d47e800096358d9,A,13,,0.0,7.2500001192092896,23.34999990463257
571144323d47e800096358d9,A,14,,0.0,135.55000007152557,502.9999997615814
571144323d47e800096358d9,A,15,,0.0,-25.84999990463257,11.700000047683716
571144323d47e800096358d9,A,16,,0.0,40.35000014305115,15.949999928474426
571144323d47e800096358d9,A,17,,0.0,40.35000014305115,-51.65000009536743
571144323d47e800096358d9,A,18,,0.0,-83.14999985694885,-36.65000009536743
571144323d47e800096358d9,S,1,0.8333333333333334,0.0,-33.5,-73.89999985694885
571144323d47e800096358d9,S,2,1.0,0.0,176.80000019073486,-142.549999833107
571144323d47e800096358d9,S,3,1.0,0.25,496.0,136.70000004768372
571144323d47e800096358d9,S,4,0.75,0.0,46.799999952316284,-41.99999988079071
571144323d47e800096358d9,S,5,1.0,0.25,-21.00000011920929,-32.69999980926514
571144323d47e800096358d9,S,6,1.0,0.3333333333333333,62.60000002384186,-84.99999988079071
571144323d47e800096358d9,S,7,1.0,0.0,-22.200000047683716,164.70000004768372
571144323d47e800096358d9,S,8,1.0,0.0,47.09999990463257,-67.29999995231628
571144323d47e800096358d9,S,9,0.6666666666666666,0.0,-18.300000071525574,0.0
571144323d47e800096358d9,S,10,1.0,0.5,-27.600000143051147,-115.09999990463257
571144323d47e800096358d9,S,11,1.0,0.0,55.39999997615814,136.70000004768372
571144323d47e800096358d9,S,12,1.0,0.2,7.5,-92.94999992847443
571144323d47e800096358d9,S,13,0.8,0.0,-13.800000071525574,-32.69999980926514
571144323d47e800096358d9,S,14,1.0,0.0,176.80000019073486,53.300000071525574
571144323d47e800096358d9,S,15,1.0,0.0,125.20000004768372,-23.74999988079071
571144323d47e800096358d9,S,16,0.6666666666666666,0.0,205.30000007152557,164.70000004768372
571144323d47e800096358d9,S,17,1.0,0.16666666666666666,-30.550000071525574,0.0
571144323d47e800096358d9,S,18,0.75,0.0,-14.400000095367432,-32.69999980926514
573f59f150f5e6000dcc4963,A,1,1.0,0.75,-57.299999713897705,-281.39999985694885
573f59f150f5e6000dcc4963,A,2,1.0,0.3333333333333333,115.25000047683716,-415.0000002384186
573f59f150f5e6000dcc4963,A,3,0.8,0.75,181.150000333786,-352.10000014305115
573f59f150f5e6000dcc4963,A,4,0.8,0.25,-38.14999985694885,-200.60000014305115
573f59f150f5e6000dcc4963,A,5,0.6666666666666666,0.625,203.40000009536743,-281.39999985694885
573f59f150f5e6000dcc4963,A,6,0.6666666666666666,0.6666666666666666,-175.34999990463257,626.5
573f59f150f5e6000dcc4963,A,7,1.0,0.6666666666666666,-160.79999947547913,286.7000000476837
573f59f150f5e6000dcc4963,A,8,1.0,0.0,117.20000052452087,-379.65000009536743
573f59f150f5e6000dcc4963,A,9,0.8,0.5,-156.69999980926514,-379.65000009536743
573f59f150f5e6000dcc4963,A,10,0.8,0.25,113.60000038146973,200.60000014305115
573f59f150f5e6000dcc4963,A,11,1.0,1.0,-38.14999985694885,
573f59f150f5e6000dcc4963,A,12,0.8,0.5,-118.54999995231628,-200.60000014305115
573f59f150f5e6000dcc4963,A,13,1.0,0.5,117.20000052452087,-316.75
573f59f150f5e6000dcc4963,A,14,0.6666666666666666,0.75,126.25000023841858,-477.900000333786
573f59f150f5e6000dcc4963,A,15,1.0,1.0,-412.099999666214,
573f59f150f5e6000dcc4963,A,16,1.0,0.5,638.6000001430511,563.5999999046326
573f59f150f5e6000dcc4963,A,17,1.0,0.75,5.299999952316284,686.8999998569489
573f59f150f5e6000dcc4963,A,18,1.0,0.5,-178.94999957084656,-281.39999985694885
573f59f150f5e6000dcc4963,S,1,0.8,0.8,186.55000019073486,-75.60000014305115
573f59f150f5e6000dcc4963,S,2,0.6666666666666666,0.25,515.0499999523163,-84.99999976158142
573f59f150f5e6000dcc4963,S,3,0.0,1.0,,
573f59f150f5e6000dcc4963,S,4,0.75,0.5,-46.69999980926514,166.39999985694885
573f59f150f5e6000dcc4963,S,5,0.5,0.25,22.65000033378601,75.60000014305115
573f59f150f5e6000dcc4963,S,6,0.0,0.75,,166.39999985694885
573f59f150f5e6000dcc4963,S,7,0.42857142857142855,0.5,97.59999990463257,-84.99999976158142
573f59f150f5e6000dcc4963,S,8,0.4,0.25,-7.6000001430511475,-75.60000014305115
573f59f150f5e6000dcc4963,S,9,0.5,1.0,127.25,
573f59f150f5e6000dcc4963,S,10,0.5,0.6666666666666666,255.90000009536743,-88.00000023841858
573f59f150f5e6000dcc4963,S,11,1.0,0.5,97.59999990463257,141.400000333786
573f59f150f5e6000dcc4963,S,12,0.6,1.0,97.59999990463257,
573f59f150f5e6000dcc4963,S,13,0.75,0.2,-15.200000286102295,0.0
573f59f150f5e6000dcc4963,S,14,1.0,0.0,0.0,-81.80000019073486
573f59f150f5e6000dcc4963,S,15,0.5,1.0,41.19999980926514,
573f59f150f5e6000dcc4963,S,16,0.5,0.8,932.5,-88.00000023841858
573f59f150f5e6000dcc4963,S,17,0.625,0.8,-46.69999980926514,-75.60000014305115
573f59f150f5e6000dcc4963,S,18,1.0,0.6666666666666666,269.7000002861023,141.400000333786
576b0cc76aed2e0001705386,A,1,0.0,,,139.84999999997672
576b0cc76aed2e0001705386,A,2,0.3333333333333333,,357.0,65.0
576b0cc76aed2e0001705386,A,3,0.5,,357.0,-65.90000000002328
576b0cc76aed2e0001705386,A,4,,,,138.90000000002328
576b0cc76aed2e0001705386,A,5,1.0,,50.249999999883585,233.0
576b0cc76aed2e0001705386,A,6,1.0,,-473.00000000023283,8.900000000023283
576b0cc76aed2e0001705386,A,7,0.5,,-479.10000000009313,-120.69999999983702
576b0cc76aed2e0001705386,A,8,0.8,,-425.10000000020955,138.90000000002328
576b0cc76aed2e0001705386,A,9,1.0,,92.39999999990687,-8.900000000023283
576b0cc76aed2e0001705386,A,10,0.3333333333333333,,573.5,8.900000000023283
576b0cc76aed2e0001705386,A,11,0.5,,-142.4000000001397,8.900000000023283
576b0cc76aed2e0001705386,A,12,0.8333333333333334,,357.0,-65.65000000002328
576b0cc76aed2e0001705386,A,13,0.25,,-479.10000000009313,-74.19999999995343
576b0cc76aed2e0001705386,A,14,1.0,,573.5,-16.249999999883585
576b0cc76aed2e0001705386,A,15,0.7142857142857143,,0.0,0.0
576b0cc76aed2e0001705386,A,16,0.625,,-473.00000000023283,-65.40000000002328
576b0cc76aed2e0001705386,A,17,0.75,,512.6999999999534,327.0999999999767
576b0cc76aed2e0001705386,A,18,1.0,,-425.10000000020955,-64.79999999993015
576b0cc76aed2e0001705386,S,1,1.0,0.0,-72.80000000004657,-664.6999999999534
576b0cc76aed2e0001705386,S,2,0.6666666666666666,0.0,202.45000000006985,-10.5
576b0cc76aed2e0001705386,S,3,0.6666666666666666,0.0,102.24999999988358,662.5
576b0cc76aed2e0001705386,S,4,0.6666666666666666,0.0,-136.85000000009313,0.0
576b0cc76aed2e0001705386,S,5,0.8333333333333334,0.0,-95.0999999998603,-664.6999999999534
576b0cc76aed2e0001705386,S,6,0.25,0.0,-163.0999999998603,-10.5
576b0cc76aed2e0001705386,S,7,0.6,0.0,242.4000000001397,-377.25
576b0cc76aed2e0001705386,S,8,1.0,0.0,-95.0999999998603,-941.8000000000466
576b0cc76aed2e0001705386,S,9,,0.0,,24.600000000093132
576b0cc76aed2e0001705386,S,10,0.6666666666666666,0.0,39.6500000001397,-233.29999999993015
576b0cc76aed2e0001705386,S,11,0.6666666666666666,0.25,-66.90000000002328,10.5
576b0cc76aed2e0001705386,S,12,1.0,0.3333333333333333,-124.75000000011642,7.450000000069849
576b0cc76aed2e0001705386,S,13,1.0,0.3333333333333333,320.19999999995343,-387.75
576b0cc76aed2e0001705386,S,14,1.0,0.0,191.84999999997672,662.5
576b0cc76aed2e0001705386,S,15,0.5,0.0,14.850000000093132,-321.89999999990687
576b0cc76aed2e0001705386,S,16,1.0,0.0,73.6500000001397,492.0
576b0cc76aed2e0001705386,S,17,0.6,0.0,0.0,-377.25
576b0cc76aed2e0001705386,S,18,0.7142857142857143,0.25,162.5,662.5
57b4a771cda70d0001534835,A,1,1.0,0.25,571.1000000000058,41.85000000000582
