S,S_RT_present,S_RT_absent,S_conf_present,S_conf_absent,S_hit,S_fa,A,A_RT_present,A_RT_absent,A_conf_present,A_conf_absent,A_hit,A_fa
0.0010679281274246953,-0.0022897897897897895,-0.02871687136393018,,,0.8328984561861276,0.27684210526315794,-0.015515879096902056,0.02645681395681396,-0.02090605472958414,,,0.7667672197083961,0.2325525664811378
-0.03072731721299272,0.050343200343200334,-0.007993966817496227,,,0.8046803652968036,0.2499023199023199,-0.0045275245680286985,0.02189868439868439,-7.54147812971312e-05,,,0.7639069264069259,0.21366324307500772
-0.0366691216990719,0.03595559845559844,0.007805429864253406,,,0.7573439878234396,0.25902255639097743,-0.008751265019059902,0.0024649649649649704,0.011797026502908875,,,0.7657383466206995,0.24625077303648735
-0.012948202712695466,0.04685220935220934,0.03151260504201681,,,0.7965764790764791,0.2728918650793652,-0.003330475667561768,-0.013497425997425991,0.011872441284205998,,,0.7808056099151988,0.2409965310627563
0.005490633892561016,0.013910338910338913,0.007433742727860379,,,0.8195292207792209,0.29110863095238093,0.022293962482738065,0.00853174603174604,0.008344106873518642,,,0.8185951303598364,0.268814192343604
0.010640737616384859,0.022318747318747306,0.013563887093298857,,,0.8186926605504589,0.29316878583894296,0.012136187543247952,-0.011116473616473612,0.02833441068735187,,,0.8229669493368119,0.2616187384044526
-0.013693438014510837,0.04347919347919348,-0.007369101486748544,,,0.7950115967239252,0.29893225331369677,0.027818134980026166,-0.005226655226655223,0.02110536522301229,,,0.8537104088947405,0.2674551638837353
-0.034686104480435256,0.043114543114543116,0.011430726136608478,,,0.7503642096107848,0.28289744222386715,0.014828652341817199,0.012607250107250124,0.018126481361775484,,,0.8083822570123941,0.24096177944862154
-0.031099203589051935,0.04173101673101671,0.03278926955397544,,,0.7907914764079149,0.2858730158730159,0.011755162171703127,-0.0004683254683254557,0.014808230984701569,,,0.7997542595019659,0.2664920634920634
-0.01614882336659606,0.02225975975975977,0.010455720749838408,,,0.7869431643625194,0.2819010416666669,-0.019059947775858774,0.04113577863577862,0.005112044817927173,,,0.7600036913990402,0.220571002450197
0.007366355360701842,0.003297940797940807,0.008134022839905192,,,0.8247492784992781,0.2659685863874345,-0.045722323627053536,0.003087015587015592,0.00853803059685413,,,0.728973689932594,0.21628571428571425
0.030273445014100994,0.02917739167739167,-0.0034098254686490094,,,0.8335497835497836,0.31075227963525837,-0.02392505941313581,0.060594523094523074,0.001023486317603971,,,0.7401264767703127,0.2040129296751812
-0.017550761454158056,0.033687258687258706,0.013208360267183803,,,0.8265097822074562,0.28432746362433875,0.004356526922308663,0.021584084084084094,-0.03587588881706528,,,0.7967317019400354,0.22651986720614165
-0.014260165118288691,0.0264049764049764,-0.018616677440206852,,,0.7805591961555266,0.2901165674603174,-0.015814337543720525,0.04093915343915345,-0.024439775910364156,,,0.7744548286604362,0.2068353831598864
-0.007394758302518438,0.023745173745173754,-0.01667744020685197,,,0.82439748070482,0.2671154325604588,-0.018064380964341584,0.002018089518089524,-0.029562594268476624,,,0.7868350493350497,0.2119441816461683
-0.01957177475080291,-0.0170152295152295,-0.03262766645119587,,,0.8184551239850778,0.26201521845851755,0.01827663005494948,-0.025720363220363224,-0.003765352294764055,,,0.8166397328162037,0.25463821892393323
-0.009262000645150011,-0.004547404547404537,0.013003663003663011,,,0.8156736888303712,0.25626696274364663,0.006558879693653249,0.002843915343915347,-0.014301874595992234,,,0.8267938682322243,0.21246867167919797
0.023242177386129007,-0.003995066495066491,-0.010913596207713844,,,0.8560650740696614,0.27296269023073133,-0.026371792690227897,0.01630737880737881,-0.004508726567550092,,,0.8053735255570116,0.1984619773835459
