subj_id,present,rt,correct,confidence,occlusion_is_low
1,-1,1.29414546046314,1,0.87507800801155,0
1,-1,1.69563532656161,1,0.831736457002555,0
1,-1,2.10871472392885,1,0.935539174638256,0
1,-1,2.69862842923444,1,0.928855481660201,0
1,-1,1.54904919496501,1,0.921833724012295,0
1,-1,1.28576038153517,1,0.87507800801155,0
1,-1,2.83642936586792,1,0.905156153385843,0
1,-1,1.60114738130164,1,0.921833724012295,0
1,-1,1.3363643636442,1,0.90244686730786,0
1,-1,1.5548519868812,1,0.899296975341616,0
1,-1,4.43092471109008,1,0.904802544401837,0
1,-1,2.08209517351494,1,0.858819911256173,0
1,-1,1.30885725238321,1,0.841380331014023,0
1,-1,1.5607648282376,1,0.899296975341616,0
1,-1,1.54387144567275,1,0.921833724012295,0
1,-1,1.61672999071211,1,0.921833724012295,0
1,-1,1.60133952603274,1,0.921833724012295,0
1,-1,2.64974740630192,1,0.845495221996708,0
1,-1,1.55371133166391,1,0.871170558309677,0
1,-1,1.35674925145633,1,0.87507800801155,0
1,-1,1.52628303736001,1,0.899296975341616,0
1,-1,1.77816248648301,1,0.896057091038616,0
1,-1,1.50250797387301,1,0.955168633875018,0
1,-1,2.76170828631637,1,0.905156153385843,0
1,-1,1.39903012607467,1,0.836615644561181,0
1,-1,1.87204578686886,1,0.93763406230553,0
1,-1,1.2042347675451,0,0.911374808293139,0
1,-1,1.35011069617446,1,0.90244686730786,0
1,-1,1.32546214044884,1,0.90244686730786,0
1,-1,1.94946395613608,1,0.863043070155667,0
1,-1,2.9043958559832,0,0.886608908744938,0
1,-1,1.67734254176729,1,0.939665259694039,0
1,-1,2.40901408993535,1,0.885779461611445,0
1,-1,1.49577224071619,1,0.899296975341616,0
1,-1,1.34119039308953,1,0.87507800801155,0
1,-1,1.40988143223436,1,0.924337997351903,0
1,-1,2.10277881794998,1,0.935539174638256,0
1,-1,1.3500597500274,1,0.90244686730786,0
1,-1,1.96440062085003,1,0.892725405017466,0
1,-1,1.31823526975122,1,0.90244686730786,0
1,-1,1.64010393510003,0,0.893118575084751,0
1,-1,1.55978208757195,1,0.921833724012295,0
1,-1,1.52968620138198,1,0.899296975341616,0
1,-1,1.52273790385195,1,0.899296975341616,0
1,-1,2.33885220838393,0,0.927047008878312,0
1,-1,1.5466540635342,1,0.921833724012295,0
1,-1,1.46113229373428,1,0.871170558309677,0
1,-1,2.60260757586959,1,0.928855481660201,0
1,-1,2.22328378925893,1,0.913859811212445,0
1,-1,1.36499677994682,1,0.90244686730786,0
1,-1,1.92610966580173,1,0.892725405017466,0
1,-1,3.59298122474157,1,0.892330963006665,0
1,-1,1.75945044246207,1,0.896057091038616,0
1,-1,1.49872426921793,1,0.899296975341616,0
1,-1,2.01286761376552,1,0.916596437448883,0
1,-1,2.25891601654914,1,0.913859811212445,0
1,-1,1.97754665407958,1,0.916596437448883,0
1,-1,1.32058677395597,1,0.90244686730786,0
1,-1,2.10400162101858,1,0.821630548585584,0
1,-1,1.47350716876778,1,0.871170558309677,0
1,-1,1.37904881613611,1,0.924337997351903,0
1,-1,1.95172734734924,1,0.892725405017466,0
1,-1,1.4079036723055,1,0.924337997351903,0
1,-1,1.60769700400105,1,0.921833724012295,0
1,-1,1.27353535229489,1,0.87507800801155,0
1,-1,2.79924848610783,1,0.92648883762769,0
1,-1,1.84576876499748,1,0.919253804462998,0
1,-1,1.33510240737773,1,0.90244686730786,0
1,-1,1.18144701919211,0,0.911374808293139,0
1,-1,1.91717978644705,1,0.892725405017466,0
1,-1,1.59168077322367,1,0.921833724012295,0
1,-1,1.98909839486121,1,0.892725405017466,0
1,-1,1.40586662133244,1,0.90244686730786,0
1,-1,1.49294761304123,1,0.871170558309677,0
1,-1,1.38163224342826,1,0.924337997351903,0
1,-1,2.16744095773807,1,0.889300121372814,0
1,-1,1.41824556479568,1,0.941634420918899,0
1,-1,1.62613736036181,0,0.863528397853706,0
1,-1,2.50561432611481,1,0.882161668797447,0
1,-1,1.91825429669628,1,0.892725405017466,0
1,-1,1.45891798084749,1,0.941634420918899,0
1,-1,1.67919422050259,1,0.939665259694039,0
1,-1,1.5527298947103,1,0.871170558309677,0
1,-1,1.72647945171118,1,0.867159440783324,0
1,-1,1.57149442062346,1,0.899296975341616,0
1,-1,1.70640497276137,1,0.867159440783324,0
1,-1,1.80478129394785,1,0.896057091038616,0
1,-1,1.4698277742085,1,0.871170558309677,0
1,-1,1.32261819328507,1,0.87507800801155,0
1,-1,1.64950190041042,1,0.921833724012295,0
1,-1,3.17834378981301,1,0.898923960777072,0
